,GSM4715941,GSM4715945,GSM4715946,GSM4715949,GSM4715974,GSM4715979,GSM4715982,GSM4715984,GSM4715991,GSM4715992
ELAC2,-14.596947758991051,-14.138695465564346,-14.289724250528208,-14.74040621950162,-14.693487192702507,-14.477842572947399,-14.390410116613607,-14.396747350756375,-13.508617724097862,-13.740377740474699
SCIN,-20.76285969792674,-20.95631872307578,-20.347174522712105,-21.6045923641559,-18.904499386188018,-20.1563169595917,-19.941926134241623,-19.26432502234007,-19.89634787738097,-17.37700236101835
ARSD,-15.609054361847706,-14.595252234281457,-15.38370039873722,-15.282664269268537,-15.235472620678388,-15.730052204889601,-15.736377223068589,-15.437161619202284,-14.666247360909258,-15.772140302859489
PNPLA4,-18.440931603039378,-18.03031930451955,-17.66910261759947,-17.475309347210935,-18.690374580835172,-18.793746880206992,-18.709265377451345,-18.28778399516406,-17.694714016211318,-17.53570010703741
MYH13,0.0,-23.27824681796314,0.0,0.0,-23.548355575962745,0.0,0.0,0.0,0.0,-17.83268184479454
ADIPOR2,-14.66272302664129,-13.600527176322132,-14.122208157711832,-14.16580051157764,-13.908110639740398,-14.271928362478027,-14.22219507749177,-14.190615336157059,-14.767064860436001,-14.57394757639437
CDKL3,-23.0847877928141,-19.95631872307578,0.0,-20.6045923641559,-20.74100065390514,-20.79374688020699,-19.61999803935426,-20.311630737118424,-21.803238472989488,-19.961964861739506
UPP2,0.0,0.0,-22.66910261759947,0.0,0.0,-22.9636718816493,0.0,0.0,0.0,-19.64003676685214
PRSS21,-21.084787792814105,-19.27824681796314,-20.084140116878313,-21.6045923641559,-19.847915857821654,-21.1563169595917,-20.804422610491688,-21.41116641066934,-20.803238472989488,-19.792039860297194
MARK4,-17.470077948698894,-16.24482381642569,-15.669102617599469,-16.356664850712313,-17.715465561798002,-17.032934544086416,-17.25262697370573,-17.532020805543723,-18.048350970826018,-17.917570742381052
PROM1,-23.0847877928141,0.0,-20.347174522712105,-21.019629863434744,-20.37843057452043,-21.641743786761943,-21.941926134241623,-20.311630737118424,0.0,-18.055074266130987
CCDC124,-17.955504775869137,-16.885929395184377,-16.5398196006545,-16.77170234999116,-18.594159265575872,-18.44010992559229,-18.77200113279931,-18.360540337599375,-18.18852862887428,-18.961964861739506
CEACAM21,-15.658523038112007,-16.37135622235462,-15.98260209041625,-16.128858933189502,-16.122090821260645,-16.118181830704927,-16.07402967024897,-17.26432502234007,-16.082139284282302,-15.019450356400265
PAFAH1B1,-13.37054227514798,-13.087187603431483,-12.829898829502524,-12.935707379889653,-13.14854361663706,-13.133949146563245,-12.86137505691402,-13.153105198050397,-13.175704588516695,-13.622114858854882
NOS2,0.0,0.0,-22.66910261759947,0.0,0.0,0.0,-24.26385422912898,-24.218521332726944,-22.803238472989488,-19.1546099396819
DNAH9,-22.084787792814105,-20.470891895905535,-20.66910261759947,-20.019629863434744,-20.37843057452043,-21.9636718816493,-21.093929227686672,-22.218521332726944,-22.803238472989488,-16.234044407176306
KIAA0100,-12.356016943271442,-11.531312681590842,-11.899264773970028,-13.081030408098885,-11.68610567511123,-11.711893624613435,-11.747415494521038,-11.823522818225273,-11.718098011287724,-11.83655139125619
SLC13A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.64003676685214
GAS7,-13.88511544797774,-12.192774358781856,-12.371040049880452,-12.48435448681394,-13.008227537380643,-12.422575266299777,-12.84284137334976,-12.700851944593131,-14.283602220146273,-14.782055771724572
TRAPPC6A,-16.440931603039378,-16.64889019788353,-16.44028392710359,-16.356664850712313,-17.793468073799275,-16.986391958149387,-17.176391387878645,-16.767310220894615,-15.926721526424489,-16.502533243102206
MATK,-15.363688604106917,-14.496887104438478,-14.524444374767587,-14.621598789461588,-17.933645731847534,-16.202120649204826,-16.292310675178214,-15.984901655967242,-14.543495209298705,-15.685840456465268
CEACAM7,0.0,0.0,0.0,0.0,-22.548355575962745,-22.9636718816493,0.0,0.0,-23.803238472989488,-20.1546099396819
CD79B,-12.620242042480164,-13.620035335211345,-12.977359098428195,-12.905887697385554,-13.762085948314278,-13.065826425643792,-13.238714666850477,-12.911320523586134,-11.838897605197067,-12.280726449961701
SCN4A,-21.499825292092947,-20.693284317241982,-20.66910261759947,-21.6045923641559,-21.226427481075383,-19.876209040398965,-21.093929227686672,-20.63355883200579,-20.995883550931882,-18.438402905682494
ST7L,-14.94012954998222,-15.164504651913951,-14.70331833293738,-15.465041011757105,-15.068575311933644,-15.087154935084303,-15.336076267046643,-15.141705735676114,-15.12375837348404,-15.037152358133724
TKTL1,-17.875334427185155,-17.956318723075775,-18.084140116878313,-17.21227494137714,-20.37843057452043,-18.678269662787052,-17.788120798162588,-17.618608490539817,-16.93287375340608,-16.98468493823959
PAX6,-18.440931603039378,-19.1907839767128,-18.66910261759947,-19.145160745518602,-19.30042806251916,-18.182312168124643,-18.13457121218402,-18.109996875948774,-18.481310378102123,-16.129074847574763
RPUSD1,-16.316603468037176,-16.708391209632193,-15.848923655184281,-17.356664850712313,-17.766995862438087,-17.235751427086104,-17.563414510987894,-17.45033700795002,-16.715775631739145,-17.31810867196478
RHBDF1,-20.499825292092947,-21.693284317241982,-19.66910261759947,-20.282664269268537,-21.96339307524159,-21.9636718816493,-20.804422610491688,-20.311630737118424,-20.995883550931882,-18.71403734829592
LUC7L,-15.584941905730899,-14.810641267880142,-15.646734804571015,-15.042349939934827,-14.51218196340926,-14.082557920974207,-13.801351956531722,-14.100878231337852,-15.12375837348404,-14.95634031254563
CACNA2D2,-18.91486279137179,-17.324050507576263,-18.968662899458376,-18.282664269268537,-19.963393075241587,-19.105690886521728,-18.263854229128984,-19.009067967097995,-18.633313471547176,-18.961964861739506
BAIAP3,-17.692470370035345,-17.818815199325844,-16.94118216303627,-18.356664850712313,-19.548355575962745,-16.44010992559229,-18.263854229128984,-17.86096932810886,-17.82595854948957,-18.71403734829592
TSR3,-15.350078172588265,-15.570887685882255,-15.137721157083156,-16.414767805275883,-16.23547262067839,-15.491996667257258,-15.906302224510902,-15.603811488611735,-15.092432039290136,-15.535700107037409
PIGQ,-16.37054227514798,-15.634390628188415,-15.954857099933346,-17.475309347210935,-16.715465561798002,-16.393816273318357,-16.649144385013777,-16.742787901760547,-16.623329382974553,-17.00776855135263
CRAMP1,-17.303428079289446,-14.546927786938074,-15.691822694099551,-15.91809183697268,-16.281569035267843,-16.09948573699502,-15.928463874435058,-15.999352812264783,-16.694714016211318,-16.917570742381052
TEAD3,-21.499825292092947,-20.693284317241982,-20.347174522712105,-20.282664269268537,-21.96339307524159,-21.9636718816493,-21.941926134241623,-21.63355883200579,-22.21827597226833,-20.377002361018352
SELE,-23.0847877928141,0.0,-22.66910261759947,0.0,-22.548355575962745,-23.9636718816493,-24.26385422912898,-24.218521332726944,-23.803238472989488,-19.792039860297194
DNAJC11,-16.06241997978565,-15.212157627505366,-15.927635631198322,-16.319190145293653,-15.460892734712406,-15.273673910229858,-15.535933774565784,-15.763194112422383,-15.598667328740284,-15.631047983624889
FMO3,-23.0847877928141,-23.27824681796314,0.0,0.0,-21.96339307524159,-20.1563169595917,-21.093929227686672,-22.218521332726944,-22.803238472989488,-18.438402905682494
MYLIP,-12.798230031206145,-12.797456616867322,-12.989622518094023,-13.02716353612015,-13.161415330638434,-12.818376546715706,-12.886101434106767,-13.323703569419001,-12.63018601521537,-12.638910101397858
NOX1,0.0,-21.693284317241982,-22.66910261759947,-22.6045923641559,-21.226427481075383,-22.378709380928147,-21.67889172840783,-21.41116641066934,-22.21827597226833,-19.792039860297194
E2F2,-15.159975289208322,-14.557147629255955,-13.783406244260073,-15.319190145293652,-14.548355575962745,-15.6968853409544,-16.529144608903145,-15.553185415541769,-14.443488912667158,-14.984684938239589
PSMB1,-13.720653137806051,-13.94062491597063,-13.311550612981383,-13.897233232075017,-14.08687612867659,-13.770146521148087,-13.800329855857804,-13.696920893003218,-13.323458208960387,-13.07474424627112
SYN1,-22.084787792814105,-20.95631872307578,-21.084140116878313,-22.6045923641559,-21.548355575962745,-20.79374688020699,-20.356963633520465,-21.04859633128463,-22.803238472989488,-19.961964861739506
JARID2,-13.580962054818354,-13.051834625174353,-12.94288445826727,-13.615907677383733,-12.924474085949285,-12.833101318843877,-12.972683529807124,-13.027462118195288,-13.148602444461519,-13.458139123743756
CDKL5,-15.377428660733221,-15.025581385512892,-14.874686751249362,-15.932167022184403,-14.617618238399858,-14.821564824346753,-14.75804267520939,-14.970593819283357,-15.402359036707303,-15.527336634102783
CAMK1G,0.0,-21.693284317241982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.261525143598416
CDK11A,-15.258239305523187,-14.766494164195759,-14.975615660100143,-15.319190145293652,-14.872398543020996,-14.32523596765883,-14.434131494042925,-14.792256578024846,-15.643367136211099,-15.569647438960747
NADK,-10.995668394898935,-10.91465957143856,-11.94288445826727,-11.8614409700434,-11.430712474573653,-11.852536211414597,-12.116649304186756,-12.442911051967405,-11.648736779124722,-11.993298068544297
TFAP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.803238472989488,-18.103983866611934
TFAP2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-18.792039860297194
DLEC1,-17.875334427185155,-16.903207386616216,-16.519355498094786,-17.019629863434744,-17.715465561798002,-17.57135445887054,-17.321339723789745,-18.028696773846928,-17.803238472989488,-17.60441285712142
CYTH3,-16.818001252119203,-16.67833397577601,-16.365321869422367,-16.627312440655984,-17.190803571344663,-16.409083029971665,-16.46295432920868,-16.539041233221496,-16.173881852909876,-16.895875671281733
ADAM22,-16.799385573951852,-17.108321816520828,-16.94118216303627,-15.709774600847956,-17.398608456458064,-16.715744368205716,-16.41836417818461,-16.750915782643947,-16.47232159487487,-15.917570742381052
SYPL1,-14.537893332926467,-15.341608878960567,-14.907551385154989,-14.32846795888166,-15.064539798698487,-14.749352760848536,-14.638145386064519,-14.740763066283057,-14.560064489516536,-14.662756843352227
CYB561,-15.781007044636999,-15.66353697384793,-17.499177616157155,-17.356664850712313,-17.48226638550497,-17.409083029971665,-18.77200113279931,-18.131058491476605,-16.145026990237692,-17.1546099396819
SPAG9,-12.305889316805727,-12.644343408614619,-12.402316076904567,-11.646039648724889,-12.29687316534253,-11.756047413422543,-11.713107443745743,-12.237667726347208,-12.409311797349071,-12.464113024788386
CELSR3,-18.692470370035345,-17.577807099822046,-18.66910261759947,-18.69770176854738,-18.904499386188018,-18.291246539677807,-18.24148641610053,-18.546095990755447,-18.84904216260261,-17.53570010703741
AASS,-20.76285969792674,-19.693284317241982,-19.20967099896217,-18.797237442098293,-20.088923957325445,-18.504240263012004,-18.381211179767146,-18.826203909948184,-19.048350970826018,-18.207077359576036
PLEKHG6,-16.59293469648443,-15.700817989927389,-15.550161544875962,-15.836408039378973,-17.24457482778564,-16.876209040398965,-16.76400834204578,-18.109996875948774,-17.84904216260261,-18.00776855135263
SS18L2,-16.107507869314187,-16.770452177764444,-16.519355498094786,-16.650396053769025,-16.62949233868815,-16.43229042113299,-16.663941386941858,-16.28778399516406,-16.10975151549016,-15.93959704871105
MPND,-16.25189777864936,-16.15930574523963,-15.691822694099551,-18.019629863434744,-16.861855048779525,-16.687547476375066,-16.83758947442689,-16.834817040252894,-15.786430185302931,-16.853440404961336
MGST1,-16.59293469648443,-17.148963801018173,-17.276785194820707,-18.51712952290556,-17.793468073799275,-16.813924762144623,-17.591428887157488,-16.896593237839582,-17.574419782493607,-16.45417022154081
CRY1,-16.06241997978565,-16.030319304519555,-16.499177616157155,-15.759102313211525,-16.793468073799275,-16.277171354466084,-15.915126074897906,-15.933119113864697,-15.275761466929092,-15.569647438960747
PGLYRP1,-18.83686027937052,-18.37135622235462,-16.5605781608213,-17.650396053769025,-20.088923957325445,-19.504240263012004,-18.381211179767146,-18.86096932810886,-20.803238472989488,-20.64003676685214
NFIX,-15.74493778992948,-14.172338309391982,-14.469430272763105,-17.21227494137714,-16.559670889190578,-17.409083029971665,-17.21946010977053,-16.800668817841046,-16.45451031875841,-16.98468493823959
ST3GAL1,-12.922396464057199,-12.022038129435753,-12.21274820249118,-12.653307649188926,-12.49375125800207,-13.251144881209479,-12.948704666872684,-12.909044978885838,-13.065146213368996,-13.03122752417662
MMP25,-12.193763602664607,-11.917399733783475,-12.430697878274389,-13.621598789461588,-13.260643196413294,-12.497085543930059,-12.717924460043516,-12.791732438131383,-14.923655223376704,-14.662756843352227
IL32,-14.894963233934087,-14.030319304519555,-14.242837862897373,-13.571169362618448,-17.173316144615818,-15.730052204889601,-15.580859645447301,-15.241241409227028,-14.911454769771177,-15.031227524176618
PKD1,-15.771904837529748,-13.520023603236414,-15.084140116878313,-16.050003512478263,-15.559670889190578,-14.577809481007842,-14.62360929290664,-14.889846405398997,-15.579236798791381,-15.961964861739505
MAPK8IP2,-23.0847877928141,-23.27824681796314,-20.084140116878313,0.0,-21.548355575962745,-21.378709380928147,-21.456499307071383,-24.218521332726944,-21.481310378102123,-19.37700236101835
MED24,-15.592934696484429,-14.667222020655787,-15.01805092642054,-16.72194931479406,-15.413929255741818,-15.571354458870543,-15.591428887157488,-15.622331576582534,-14.942151566994092,-15.031227524176618
RHOBTB2,-16.177897197205585,-15.420265822835567,-15.07664558033139,-15.506560281195373,-16.766995862438087,-16.24257269294212,-16.627229608585335,-16.385631318562204,-16.102798754848397,-16.234044407176306
HEATR5B,-13.543691177464579,-13.224320936432033,-13.452356759404163,-13.333129336251526,-12.783483985226654,-12.671925600815364,-12.539340376009035,-12.665372057128396,-12.670738743360978,-13.050572873896044
SEC62,-12.734953701356856,-13.474115796779822,-13.38139023805002,-12.245941163263014,-11.662277991089649,-12.094463631098476,-11.89753201488317,-11.184926264275235,-12.792011217566232,-12.513848556330043
RPS20,-11.076359170743522,-11.841535275825924,-10.983039867704054,-11.586392185342673,-12.254883927124608,-11.323652949193516,-10.973259341046415,-10.87575215980856,-11.47232159487487,-11.05244674744289
CSDE1,-10.881133907284505,-10.99602712229055,-10.527634062206385,-10.65622513257122,-10.353906496483718,-10.339561845886314,-10.26852871508718,-9.982806237965049,-10.381173706816675,-10.466109834852334
UBE3C,-13.387820266579817,-13.062713818217482,-13.22615912175074,-13.108737337268728,-13.214082290655554,-13.047045959438066,-12.979608479299314,-13.036126979322416,-12.77050394440277,-12.869207720819652
REV3L,-14.096103106041937,-13.634390628188415,-13.691822694099551,-14.042349939934827,-12.883019658777568,-12.922012730012087,-12.658837781217622,-12.821916551545085,-13.290498010185988,-13.28953951976801
TENM1,-15.290371926463996,-15.3357323126239,-15.411714774906818,-14.610238927297042,-15.955898538694663,-15.090227769133925,-14.249833758814052,-13.455308965912543,-14.932873753406083,-14.797057935063819
PAX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.53570010703741
MASP2,-17.329900290650635,-17.16972236118497,-17.14554066154246,-17.650396053769025,-17.262953357100496,-16.496066331566304,-16.327216290126415,-17.028696773846928,-17.410921050210725,-17.18060514821485
IYD,0.0,-20.693284317241982,0.0,0.0,-21.96339307524159,-22.9636718816493,-21.67889172840783,-22.218521332726944,-22.803238472989488,-16.695178321044605
FAM76A,-15.440931603039378,-16.289562131190973,-15.874686751249364,-15.593365108732646,-16.226427481075383,-16.18888482204813,-16.06418188429262,-16.19061533615706,-15.229591285496165,-15.28248476223406
TRAF3IP3,-12.341636398701604,-11.936727994717895,-12.563194109028311,-11.911105406656574,-12.589802860531734,-12.117397970299397,-11.790655845451457,-12.05204438191014,-11.943703686606833,-11.811582892921658
POMT2,-18.084787792814105,-17.03031930451955,-18.14554066154246,-18.21227494137714,-17.50396145660429,-17.455877241450608,-17.740292273071972,-17.648665724395997,-18.13081313101799,-16.695178321044605
VTA1,-14.116120999618895,-14.598766718457695,-14.592287020548637,-14.000966019169706,-14.164651283488693,-14.341620062192927,-14.438895488600462,-14.289262924089972,-13.875460510907146,-13.685840456465268
