,Gene,Mean Diff,Initial p-val,Adjusted p-values,Reject?
TP53INP1,TP53INP1,-0.09481687195968291,0.5972066292073379,0.8076413404140478,False
CD68,CD68,0.14843755354306332,0.7258324845122455,0.8783485480321752,False
LEF1,LEF1,0.5220614087091917,0.08316628347922563,0.3467079112226915,False
FAM120A,FAM120A,0.034595371341545444,0.8009673806578632,0.9172269699053758,False
DR1,DR1,0.17925771940762658,0.03661108265989111,0.2534037535291804,False
ZFC3H1,ZFC3H1,0.21698691180672647,0.40628172618458713,0.6804651481013364,False
MALT1,MALT1,0.2387440622501682,0.14047143962458614,0.4316154658801705,False
LCP2,LCP2,-0.1397820802120897,0.3256826623356507,0.6173027774364129,False
RPL39,RPL39,-0.43705695090551266,0.05011561197092783,0.28625464659046135,False
ZNF33A,ZNF33A,0.038500704507734795,0.8141289953130824,0.922196954475847,False
INO80D,INO80D,0.2279325637095031,0.047703266327683944,0.28191323685568703,False
TMOD3,TMOD3,0.16049054325555545,0.07980592982081293,0.3415285257749544,False
GTF2I,GTF2I,0.24999470631970055,0.0768368107378736,0.3384755059078538,False
DENND2D,DENND2D,0.30137942380237526,0.058927158190520045,0.3026542686701551,False
MGAT1,MGAT1,-0.10271259252916742,0.4724960373759589,0.7252634464871178,False
ZNF655,ZNF655,0.131609142453593,0.2103688508740873,0.5126690825645764,False
MIER1,MIER1,0.047654746018872984,0.726450489886933,0.8784085318949534,False
GAPVD1,GAPVD1,0.2276312521085817,0.043996602810346265,0.27265158138197193,False
ETNK1,ETNK1,0.25424805905373127,0.10130618500498295,0.37789043699156993,False
RAD21,RAD21,0.18093801810144328,0.11951720227533441,0.40626768862076196,False
TPP2,TPP2,0.32843709630686746,0.04894043038580544,0.28357905045668275,False
PDE3B,PDE3B,0.0909298568348813,0.49580890484521156,0.7422690046481532,False
RPL17,RPL17,0.015089075301835564,0.9708594742805869,0.9892433932439502,False
PPP4R2,PPP4R2,0.08460529440606912,0.6435668401443096,0.834109048126759,False
AFF4,AFF4,0.24456624991569242,0.02868983234391353,0.23154046099710568,False
ATP5E,ATP5E,-0.16253386115306867,0.24748942682633313,0.5517174465660006,False
CTSD,CTSD,-0.06036322406871086,0.8047113752789781,0.9187056203077772,False
U2SURP,U2SURP,0.3589833783174914,0.03283005497369477,0.2465896684602571,False
PARP1,PARP1,0.3965125595226109,0.0124783629202336,0.1587209720585393,False
BTF3,BTF3,0.04045166094126529,0.750979145345033,0.892063251641335,False
TRIM33,TRIM33,0.20403316007830163,0.12212552896648246,0.4102803457160954,False
PSMB9,PSMB9,-0.24645058837989886,0.451776337037082,0.7137141078786663,False
WTAP,WTAP,-0.023140398299631215,0.7942311225846447,0.9135007167335365,False
CECR1,CECR1,0.16959530943170087,0.4424386309309628,0.7076822151698398,False
JAK3,JAK3,-0.0726469766571256,0.7823105111193493,0.9076472108841537,False
INPP5D,INPP5D,0.0340301125746727,0.8662217532274644,0.9464040875276742,False
HDGF,HDGF,-0.01166293723430556,0.9411347528858517,0.9799944772941611,False
CMPK2,CMPK2,0.4294358974916843,0.5732653234001321,0.7917140258154871,False
MED28,MED28,0.02300779030471034,0.8024906132765872,0.917869414117204,False
RBM33,RBM33,-0.0184761150968491,0.9402122931498964,0.9798041108374081,False
RPL31,RPL31,-0.13792567522043164,0.737624693613508,0.8848134688264502,False
GCC2,GCC2,0.26602144928954985,0.22048941175554504,0.5223952300203616,False
TOR1AIP1,TOR1AIP1,0.036149180376478185,0.7735323389808646,0.9037750791264699,False
ITGAX,ITGAX,-0.601218675504585,0.15751127251769514,0.45279198218906264,False
CRKL,CRKL,0.05665162458223705,0.4008222244992886,0.6765043592843872,False
CLEC7A,CLEC7A,-0.632625245631889,0.0004902453185472249,0.0346771038871141,True
NUP153,NUP153,0.2449735925490124,0.10728246637319473,0.3869507172219362,False
GUCD1,GUCD1,-0.21076343501769124,0.2842158525074744,0.585196983140258,False
ZFR,ZFR,0.21060531155981188,0.054736827567964115,0.29514569972797916,False
SNX18,SNX18,-0.26319657631709426,0.14726548301257944,0.43949280809186464,False
PFN1,PFN1,0.1398882651887714,0.5501403168208352,0.7763070199883003,False
RBMX,RBMX,0.2297964320528738,0.05439778657531177,0.29501595942547476,False
ZZEF1,ZZEF1,0.08746916398741966,0.5960811554921165,0.8068982381943443,False
CCL5,CCL5,-0.2730965226878954,0.3486532673618904,0.636136104056393,False
MTMR3,MTMR3,-0.17418173683627103,0.3955303998209425,0.6721134389184048,False
ANAPC5,ANAPC5,0.16253361352250906,0.10683764222780218,0.386825805320405,False
GPX1,GPX1,-0.3814353675714095,0.041043136833586936,0.2658618977879118,False
RBMS1,RBMS1,0.11297269094199613,0.2525460257963783,0.5558981139202188,False
FAU,FAU,-0.21113644292254108,0.2007908358942615,0.5018814294994011,False
C9orf72,C9orf72,-0.24928292296911359,0.2275870537895165,0.5312727375780637,False
CCND2,CCND2,0.5287129635273509,0.007674287013175003,0.1284310903177756,False
SRSF10,SRSF10,0.2028228125798872,0.15483502733506332,0.44930418745210715,False
ARGLU1,ARGLU1,0.10662141612388432,0.565928831564342,0.7860081045141816,False
RPL36,RPL36,-0.08151713024324359,0.593069922313809,0.8056813431950799,False
SASH3,SASH3,0.054468592512847636,0.7691881347644487,0.9018160546050383,False
SEPT9,SEPT9,0.16421463568468475,0.4008989084384077,0.6765249672312981,False
CIRBP,CIRBP,-0.0010846266407291694,0.995106264817308,0.9983735252074739,False
ATP2B4,ATP2B4,0.1233768988015349,0.5683032871952555,0.7875223358644187,False
GHITM,GHITM,0.008937766860261931,0.9531683406558984,0.9839020524102505,False
RPLP1,RPLP1,-0.12198652483499295,0.5783733041729455,0.7962307899090418,False
AMD1,AMD1,-0.14075271638142262,0.2317246899903409,0.5362409609589712,False
SPOPL,SPOPL,-0.24668304693851262,0.2154313037443154,0.51811154485196,False
SQSTM1,SQSTM1,-0.25928837144305206,0.009936618721654572,0.1444063564988472,False
GNB4,GNB4,-0.047879946742416024,0.7877829917310403,0.9099654111839861,False
GNAQ,GNAQ,-0.15944492118934228,0.4313316391458115,0.6986667010739426,False
FBXW2,FBXW2,0.25150941342297806,0.02234666784825622,0.2066936374789985,False
TRAPPC8,TRAPPC8,0.07879607637206654,0.4944140995445053,0.7414444971445612,False
ARF6,ARF6,0.16035711672305908,0.03209328374110325,0.24462594561954867,False
METTL9,METTL9,0.006876988515758242,0.9706740776322043,0.9892433932439502,False
ISG20,ISG20,-0.1083590735414397,0.7411480094021856,0.8867382732726903,False
HSPA6,HSPA6,-0.7364483957503509,0.0010369889518948453,0.04976351805369972,True
CD52,CD52,0.01619116527844433,0.9374178707179047,0.9783488469742001,False
PRMT2,PRMT2,-0.028814109995444426,0.8046009814735338,0.9187056203077772,False
ATP6V0D1,ATP6V0D1,-0.15171061459875013,0.3432331862923833,0.6321828723478986,False
RPLP2,RPLP2,-0.13308726153193362,0.5989115471363218,0.8085243612971352,False
SLK,SLK,0.1164526785652189,0.4692882471350649,0.7242789112608823,False
APMAP,APMAP,-0.31159211254282937,0.18529843703960536,0.48475105955038117,False
ITCH,ITCH,0.0007350760731679173,0.9946430989466174,0.9983436088704176,False
PLEKHB2,PLEKHB2,-0.01028469758669992,0.9331897951279675,0.9771374263268553,False
ESYT1,ESYT1,0.2846162816113651,0.05880313578984417,0.3026097615707871,False
ANKFY1,ANKFY1,0.09632077472210199,0.6571295172535547,0.8402705367464721,False
TBC1D14,TBC1D14,-0.27898902334148445,0.1305037047157141,0.41868552703160816,False
TYROBP,TYROBP,-0.5735435997442924,0.004000644662103413,0.09762503358011887,False
HSD17B11,HSD17B11,-0.5366415442661268,0.0023049217038856686,0.08004105779450328,False
CAT,CAT,-0.08260388198121404,0.651613652880604,0.8374720337821061,False
R3HDM4,R3HDM4,-0.3953631062849521,0.13187736442871284,0.41983895174468566,False
DEF6,DEF6,0.12124401468137513,0.20981712577016753,0.5117953788995353,False
KHNYN,KHNYN,-0.050140288718534265,0.31434438622628735,0.6093294257172721,False
MIA3,MIA3,0.12162537230173598,0.3604199858456736,0.6459243230535702,False
GIMAP8,GIMAP8,0.23173596602078206,0.22612699062356845,0.5293954735861455,False
ITGAM,ITGAM,-0.28707162772890804,0.39402129845967016,0.670832961206496,False
UBXN6,UBXN6,-0.40596247175380995,0.1795241576748352,0.4794798309585079,False
IQSEC1,IQSEC1,-0.15331175693835242,0.46384011051399376,0.721099268448954,False
NAP1L1,NAP1L1,-0.0025189943482430976,0.9921482150195581,0.9972615024936327,False
EFR3A,EFR3A,0.20852542049776623,0.09407617636691155,0.3661503407336806,False
RAD23B,RAD23B,0.0865457066063744,0.42319094829190107,0.6923203337117116,False
HACD4,HACD4,0.012263225816017354,0.9206916241919735,0.9711824179494958,False
ABHD2,ABHD2,-0.2309083011806461,0.29752943701245826,0.5952290529212059,False
MAN1A2,MAN1A2,0.009966628389497245,0.966160742071375,0.987985685644077,False
ACOX1,ACOX1,-0.35136185586917,0.01384224336773709,0.16595182556503796,False
SKP1,SKP1,0.10847386612933185,0.20490232013161203,0.5061812953474815,False
CALR,CALR,0.17520230949441107,0.47092020039024685,0.7242789112608823,False
PTAFR,PTAFR,-0.6475814596447318,0.0016761294197694715,0.0658712584331126,False
GIT2,GIT2,-0.07042591935895537,0.5260842088033146,0.7616172189532534,False
FAM208B,FAM208B,0.29704620861919295,0.03523150656120969,0.2512498801704367,False
ATP6V1A,ATP6V1A,-0.1887628132873953,0.1855188574068225,0.4849608375499907,False
TYK2,TYK2,-0.23625404582932674,0.015396734375364027,0.17446861101586902,False
NAGK,NAGK,-0.39581608831327486,0.021091206211761065,0.20155740143898804,False
LPIN2,LPIN2,0.06640390260741569,0.6716319224650285,0.848883854785057,False
ALPK1,ALPK1,-0.36083539088043537,0.07368409447598044,0.3336049135828942,False
FKBP5,FKBP5,0.40756888326298046,0.14185088205245516,0.43230941195945743,False
CX3CR1,CX3CR1,0.1659112418541966,0.6296191332668398,0.8273755247800815,False
UBE4A,UBE4A,0.22138796822879137,0.04650665612965944,0.278853910153438,False
RALGAPB,RALGAPB,0.18880320924396798,0.03831380325895098,0.2580402680334869,False
CNN2,CNN2,0.06427319178689928,0.7827771155864124,0.9076948726418219,False
ASCC3,ASCC3,0.34436131067276676,0.048039203585659544,0.2819918730031931,False
RBM38,RBM38,-0.0304254174800338,0.9176787886291625,0.9704598658950464,False
NR2C2,NR2C2,0.14552756870816097,0.09739575929510573,0.3710870378662108,False
ARRB2,ARRB2,-0.4159840113196047,0.06496032730718287,0.31600774892641165,False
WDFY1,WDFY1,0.050666824630088314,0.8469342386379393,0.937830410091589,False
NFKBIZ,NFKBIZ,-0.18341521830575935,0.1623426398308151,0.45896809528101246,False
TANK,TANK,-0.07640765218704892,0.5722489760303813,0.7908410758994779,False
C1GALT1,C1GALT1,0.2040878106141797,0.2560530610729307,0.5598678387871345,False
CDK13,CDK13,0.10606249425933356,0.2544992086204382,0.5584276963876,False
UBXN4,UBXN4,0.11158109934557814,0.2850145473051633,0.5860587193558845,False
KIAA0232,KIAA0232,-0.18482761806679449,0.18024264029334403,0.47976799029747813,False
AZIN1,AZIN1,0.10420127278675118,0.3290274582223044,0.6198357484967038,False
ARL4C,ARL4C,0.3284980832640425,0.07631407685061863,0.3384755059078538,False
SERINC3,SERINC3,0.031252623775564814,0.5240668177447867,0.7605068011030709,False
NUCKS1,NUCKS1,0.4947596172009163,0.0005226627138184276,0.03584509709867164,True
ANTXR2,ANTXR2,-0.2628857423228457,0.0806987163537372,0.34296137330893656,False
PTK2B,PTK2B,-0.13792687222307798,0.5413819421196046,0.7711036675255886,False
EDEM3,EDEM3,0.056640537355772125,0.5897140230516615,0.8037237620315736,False
SNAP23,SNAP23,-0.3201077939129675,0.02035981477410682,0.20011651448430212,False
ST6GAL1,ST6GAL1,0.15487238065861675,0.13635885652165347,0.4264719765966348,False
MDN1,MDN1,0.42901240224811765,0.050610998170444864,0.2872063499174664,False
CCT3,CCT3,0.2896330717735811,0.1584699608251745,0.45382786543082865,False
HSPA4,HSPA4,0.37222369124164345,0.01173244794408164,0.15508658971117062,False
ERGIC1,ERGIC1,-0.12686010663922787,0.39019454939403597,0.6671715662943609,False
TRPM7,TRPM7,0.28160676401168416,0.06399068347435319,0.31420413743396725,False
TAOK3,TAOK3,0.16196238366927496,0.12627417494475907,0.41573311596961066,False
ANO6,ANO6,-0.024424661844889783,0.894006285514776,0.9601946880740297,False
DDX23,DDX23,0.1743721031472294,0.31762235415529283,0.6119841869105909,False
KPNA4,KPNA4,0.08281706872572414,0.12080265754030156,0.4085285611589478,False
FAM111A,FAM111A,0.18061390667078747,0.25321191006304866,0.5571299166054875,False
CNST,CNST,0.191905794622393,0.29128580607499155,0.5901593929740027,False
SUB1,SUB1,0.2190504302872629,0.1303096787957181,0.41865874452035207,False
LSM14A,LSM14A,0.1234662401506661,0.26455019424819215,0.5670749663618974,False
AP1G1,AP1G1,0.189308079009745,0.01035251376267864,0.14605447746824704,False
PLEK,PLEK,-0.5038760206338164,0.011514968371826983,0.1531388632770349,False
SNX3,SNX3,0.10459287114586324,0.649013357589584,0.8364157653141127,False
CAPZA2,CAPZA2,-0.2538845558131708,0.267803792293155,0.5702242679651127,False
NFKBIA,NFKBIA,-0.2116107200738675,0.08083594013458346,0.34312763747256647,False
FOXN3,FOXN3,0.14029803378845074,0.23384054435865909,0.5379861798357136,False
RPN2,RPN2,0.25539297922598436,0.24038463919200526,0.5445500904666907,False
BCL2,BCL2,0.214903284369786,0.24331921937134549,0.5473945946101465,False
C9orf78,C9orf78,0.07990321668778222,0.7001120911157956,0.8649686347196858,False
MYO9B,MYO9B,-0.10781978233179679,0.6248899209413838,0.8242576920726512,False
SSR1,SSR1,0.2567644919701184,0.01465873971240412,0.17014840243612436,False
CCT8,CCT8,0.3504519555009775,0.05433377686968223,0.29501595942547476,False
IK,IK,0.23351699718118368,0.301504719987329,0.5987299445168514,False
KLF12,KLF12,0.3981981736577822,0.015326702191313525,0.17386279577670577,False
TRAK2,TRAK2,0.18177667796853214,0.12308820329981338,0.41185093023754515,False
MTRNR2L8,MTRNR2L8,-0.33504821114893346,0.6397795557694412,0.8330074300395516,False
ZBTB44,ZBTB44,0.12475061590674308,0.25118618668216774,0.5553357687981205,False
STK24,STK24,0.04390152348724996,0.6494901974754296,0.8368247350331143,False
ARHGEF2,ARHGEF2,-0.1700587025484026,0.1970896212321236,0.49832804712980067,False
SEC61A1,SEC61A1,0.20582880305278728,0.203164490834276,0.5048081937778968,False
BCL11B,BCL11B,0.42889628150375714,0.021217434419449576,0.20221120741442725,False
SSFA2,SSFA2,-0.1375081212953866,0.23488769743359816,0.5386392034522178,False
KDM2A,KDM2A,-0.01988236979162572,0.9149100751080976,0.968972921215483,False
SNX1,SNX1,0.0999790696156424,0.21593070403281156,0.5184807499808448,False
RNF19A,RNF19A,0.0746741685288157,0.4922417338138835,0.7400906308796503,False
PCSK7,PCSK7,0.1105076278084578,0.35020195185852554,0.6376312824659913,False
PTTG1IP,PTTG1IP,-0.25108757479024035,0.007236896133453097,0.12469088855225509,False
MTRNR2L1,MTRNR2L1,0.03801948085747675,0.9662484383386756,0.987985685644077,False
GLIPR2,GLIPR2,-0.26792434213801997,0.04649953101192004,0.278853910153438,False
TES,TES,0.3135974011214646,0.03500405603412063,0.25082959484830947,False
LGALS8,LGALS8,0.14436410563060953,0.3397084868888235,0.6301029970799432,False
RBPJ,RBPJ,-0.07875958859276366,0.606107737537646,0.8117612731791357,False
RORA,RORA,0.2237009754335304,0.26122660019801014,0.5642344001395061,False
TCP1,TCP1,0.29687258407588857,0.09257175480561737,0.3630576044296385,False
ATAD2B,ATAD2B,0.12156966797544122,0.39787149482961803,0.6745228676386362,False
SEC22B,SEC22B,0.035900255170508544,0.7432855457956873,0.8874550836065753,False
ANKRD17,ANKRD17,0.24366542721385187,0.1857708570827027,0.48501955794197543,False
LONP2,LONP2,0.21945032301075962,0.0036553606033451927,0.09359454687436003,False
SLC25A6,SLC25A6,-0.13444556682774156,0.4412012383085585,0.706258519232907,False
USP33,USP33,0.10034859329219437,0.4467622606478756,0.7108051863443275,False
TIA1,TIA1,0.19261437751185362,0.30690619978719225,0.6032901523816199,False
SFT2D2,SFT2D2,0.22026185595272807,0.2022044153973923,0.5032568621358723,False
PRPF4B,PRPF4B,0.2884059850657792,0.10486903032515152,0.3834114059936637,False
PDIA6,PDIA6,0.30321307405902687,0.19813311060727212,0.49916224000050574,False
YTHDC1,YTHDC1,0.14168501700886615,0.34612505795508874,0.6336541385638709,False
EP300,EP300,0.04018791247217024,0.8675191402375616,0.9469209862586533,False
LRMP,LRMP,-0.2054181339834109,0.12529794104958916,0.414236435444233,False
ACTN1,ACTN1,-0.29830766506849216,0.2547362053486941,0.5584317153599601,False
PPBP,PPBP,-1.2618471120461283,0.0015392080764032754,0.06117769070340746,False
FRAT2,FRAT2,-0.7021148159852348,0.0008068433827758893,0.04458284817698639,True
STARD7,STARD7,0.2204007465871598,0.06028301822320221,0.30602308186553495,False
RPL23,RPL23,-0.02610658048566883,0.9448092727572004,0.9807926020052058,False
MSL2,MSL2,0.029623130115092877,0.6390635162841829,0.8328350168167238,False
SRSF6,SRSF6,0.16355237582838456,0.2110289332100831,0.5134082842764283,False
MME,MME,-1.2312956746442563,0.00019099807900868702,0.026370300566291485,True
TEP1,TEP1,-0.05533687646814123,0.6775760400194759,0.8517608014102539,False
RIC1,RIC1,0.1804475556986027,0.06284873392586263,0.31191354563540685,False
SP140,SP140,0.1507542996728919,0.5221116683877074,0.7598498940904596,False
PPP4R1,PPP4R1,-0.32719298136681374,0.009745664927681596,0.14302274417645172,False
HLA-DMB,HLA-DMB,-0.1837895218933152,0.21574542456952173,0.5183917426168976,False
BASP1,BASP1,-0.7414200219133171,0.043751993494530406,0.2722951765943698,False
BRD2,BRD2,0.12407279078801992,0.3304435106418717,0.6209426499221274,False
ZFYVE16,ZFYVE16,-0.13827252718475336,0.5018804518664415,0.7460308232659825,False
YY1,YY1,0.0603939991060507,0.47778290597239603,0.7288272599796014,False
COTL1,COTL1,-0.13746332937331474,0.5248203903652583,0.760637550211745,False
ADD1,ADD1,0.14189603461877276,0.47769227980922646,0.7288272599796014,False
TC2N,TC2N,0.27775647433341,0.11224429437067343,0.39298611305688236,False
PSIP1,PSIP1,0.25714539923970214,0.1043102674725307,0.3823009558467567,False
HSPA9,HSPA9,0.3091596931583247,0.05967530068402992,0.30455881813109237,False
GLUD1,GLUD1,0.19939475545761454,0.21182380944726287,0.5139114988508969,False
RALGAPA2,RALGAPA2,-0.03100817834768499,0.9006539584276586,0.9620642582418351,False
RGS18,RGS18,-0.36813234549320306,0.36022043544889837,0.6458292753090954,False
ILF3,ILF3,0.35685045528160053,0.07261233613297675,0.3314141988009243,False
SYNCRIP,SYNCRIP,0.3775662119650569,0.0029326790734923126,0.08551047499806462,False
TMEM59,TMEM59,-0.21587104323145567,0.03776280708241167,0.2571350647084657,False
LTB,LTB,-0.18400225678203164,0.26661545444478685,0.5686912412176175,False
EPRS,EPRS,0.38490973300553755,0.023085352561312552,0.20741038227039096,False
PDCD6IP,PDCD6IP,0.22631237047244213,0.0010894428160372767,0.051061004392528676,False
HIVEP2,HIVEP2,0.24791711069157607,0.06306774929652215,0.31208369489518234,False
CACUL1,CACUL1,-0.1287234991349422,0.18414839726927856,0.4831301966805294,False
HECTD4,HECTD4,0.18704440239416975,0.42017785295215804,0.6904743068634553,False
DNAJC10,DNAJC10,0.17774286779208026,0.22041239324993067,0.5223952300203616,False
TAF1D,TAF1D,-0.10230859796501868,0.6116321489832066,0.816105816286977,False
ECE1,ECE1,-0.3209073474271005,0.1463222120897078,0.43866234335520415,False
TBC1D10C,TBC1D10C,-0.08051832490976452,0.5307366426813518,0.7642179196571813,False
