,GSM4715947,GSM4715954,GSM4715956,GSM4715972,GSM4715975,GSM4715996,GSM4716002,GSM4716003
NCBP2,-14.321371892154032,-14.872413797545486,-13.469761092090048,-14.121055199805046,-13.795516050269688,-15.269709809038227,-14.108475383670692,-14.296149944046823
GNLY,-12.981555558943747,-15.07490666144423,-13.050065225699958,-14.437133066682927,-13.495342508022848,-15.372643331381678,-13.56119735863987,-14.503954829160225
PPP6R2,-14.504309659613778,-15.156206763546079,-14.59241048162285,-13.905909408917845,-13.771186720907949,-14.057224345367871,-14.315999637951858,-13.917638320793095
PDHB,-14.458602720498016,-14.657400906574635,-13.51333891063165,-14.252769953512276,-14.235854987911392,-14.434245581050119,-13.494579104704709,-14.289129516369051
CBWD3,-13.817749018884815,-13.5852511208188,-13.400527591797621,-14.07370967501162,-13.365831775026445,-14.431826980247475,-14.542232080296122,-14.136426255455326
EXTL3,-13.685501220586376,-13.683530638399288,-14.190641583499517,-13.822266453897404,-14.141359043248949,-13.310228386064399,-13.359207818040169,-14.48779000972922
RANBP6,-14.051083190503189,-14.516538370734786,-13.336165241451695,-14.004913605195892,-13.720616109444558,-15.07598527347653,-13.959065093236582,-14.220742541388804
SSB,-13.469138881344946,-13.830102992687522,-13.680381403540842,-13.828298637072445,-13.83699950171471,-16.16959832424802,-14.473894950532971,-14.914934111864717
ATP5L,-14.033105449574133,-14.71014236864661,-13.65894423287855,-13.759445316822427,-13.96360205204822,-14.291470327777038,-13.935895928782399,-14.133279700138463
SETD3,-14.299717526282645,-14.357840624715726,-13.61081506200427,-13.796414576052657,-13.902431254186203,-14.441525806966277,-13.921820743570677,-13.333578350624293
HPS1,-13.537188560466006,-14.557372088243364,-14.588352265048496,-14.330547132433685,-14.200772528755948,-13.499862069804168,-13.76126392466256,-13.294391631774467
CHPT1,-14.783533303546902,-13.793056005932202,-14.733168817900276,-13.967818506420883,-13.302863495696853,-13.271871150327696,-13.449711582539416,-13.541001815915546
HVCN1,-14.318647254817495,-15.035912529828366,-13.769464947123266,-13.968928698888819,-14.18354611464535,-14.491022772755375,-13.724150751645462,-13.746811353056389
GANC,-14.394081214462531,-14.171974079404395,-14.027912083461409,-14.012906395949422,-13.362193197963094,-14.595422378753105,-14.350933428061245,-13.653701948664908
PPP3CB,-14.95064328938216,-15.198642029866473,-13.987270098964064,-13.805310976541055,-13.363405037631905,-14.287091887266465,-14.224616978279844,-13.485782083112973
PTPN18,-14.09936912511864,-14.642679400867872,-14.536608689954498,-13.902723478198999,-13.867623895387387,-12.989855997295008,-14.625327696059585,-13.986945356780105
USP18,-10.66589020215781,-10.892410265456988,-13.758024006586552,-15.618627456837375,-14.802073766291853,-15.833235139097093,-16.20744183447171,-13.912234962263762
DHRS7,-14.196068295622576,-13.39436650074084,-13.451217198723851,-14.102661048707752,-14.064451057543168,-12.84686447952632,-12.687224182647105,-13.864494373317564
KLHL8,-14.647396615560872,-13.595846236058,-13.820911712541943,-13.540624944836102,-13.879711177686117,-12.74877947984413,-13.605506255146842,-14.19099519799475
PA2G4,-14.583860958710538,-14.438182733033333,-13.760304947837792,-14.105100094159168,-13.860762074885127,-14.740524765282318,-13.871919339435605,-14.43647123244424
NSFL1C,-13.907016356981902,-13.71014236864661,-14.247102072759514,-13.36155851728919,-14.137207399978482,-13.351917906529732,-13.93943628648765,-14.056766806277677
PARK7,-14.092371398993821,-14.59230587835275,-13.256730773957289,-14.106321164939544,-14.390326336947194,-14.287091887266465,-13.318302423821276,-14.32817161709735
CRTC3,-14.647396615560872,-15.177268379073908,-14.184502446402108,-13.945792200090883,-13.695980376718774,-14.372643331381678,-14.577654134506956,-13.788277970351775
HIST1H4B,-13.244374492438869,-14.489944160723073,-12.916880771072664,-14.076100222436617,-14.706706783311834,-14.204265456136843,-13.27069936876139,-15.0389921045497
LHFPL2,-12.94958907301016,-11.845824489066345,-14.127447757012323,-14.13843727803328,-13.94352627528356,-13.472261844646713,-14.518208851089605,-14.622483218054189
SFI1,-14.794848616774736,-14.942803125436884,-14.54052373995788,-14.296699361950013,-13.416501219811385,-14.78613536180262,-15.157110158921567,-13.94220704201482
TNFAIP6,-11.5443325945239,-11.254902602956138,-13.309198193851424,-14.8323341503076,-14.28094287743993,-13.639393631197345,-13.092621432469853,-14.021433733165395
U2AF2,-14.504309659613778,-15.198642029866473,-14.279450850457371,-13.94797975932865,-13.9728205820776,-14.068451600791123,-14.27516592044328,-14.342634846409311
SYF2,-13.933867576631332,-13.825939367745987,-13.987270098964064,-13.615146888102414,-13.79879118230255,-14.267551700870818,-13.934129002608213,-14.76617667792332
GFM1,-14.678497832848613,-14.599395303139069,-13.614937050639456,-14.076100222436617,-13.726841340423535,-15.331486006624917,-14.220303985408762,-14.401982856058948
PHF6,-14.449632566993465,-14.530021600098408,-13.310868946835939,-13.881661862671168,-13.785735029477104,-15.400748669062033,-13.913092979258147,-14.165058408811124
PSMC6,-14.191076266278822,-14.363864412343498,-13.458606177953223,-13.772955603228668,-13.449580333021784,-14.952974383371187,-14.401306950576362,-14.01273403821501
HDAC9,-14.913168583963497,-14.489944160723073,-13.334464952461856,-14.187993102507514,-13.46640872977802,-15.41024011803933,-13.807421370833591,-13.642474693241654
KANSL1L,-13.872640777380887,-14.247922932637692,-13.876733622814395,-14.029026061312699,-13.520806435002786,-14.922095070487215,-14.374701593994194,-13.48779000972922
PMPCB,-14.40271151960597,-14.997944679629345,-13.556291055816198,-14.128479032863481,-13.631783664242532,-14.801665060096221,-13.82205164310543,-14.38317300628419
DCTN1,-14.896820589876013,-14.503179987879768,-14.456755382265284,-13.65568955105892,-13.755192155298689,-13.748027096494148,-14.466214213451346,-14.09911309698727
MZB1,-12.54672182229749,-16.406750225196674,-12.31003332848597,-14.293914235523475,-14.602870972327294,-14.258951406901962,-12.56119735863987,-14.920347608051081
ARRDC2,-14.193570121767381,-15.29894693566216,-14.139273192409112,-13.965600681171065,-13.793881268178742,-14.31133943351314,-14.255174445255815,-14.059750664716498
TMEM56,-13.281032963017719,-13.997944679629343,-14.820911712541943,-13.535681381891965,-13.288980196505351,-15.770771052150439,-15.526172229400025,-11.594627934001345
ADM,-12.557924169526911,-12.33251646835586,-13.576245662191841,-14.613409747566356,-13.61004500521503,-12.406079923483551,-13.117470394013598,-13.917638320793095
STAU2,-14.346127991239603,-13.868126439142388,-13.598519291205495,-13.958967588838616,-13.602870972327294,-14.231349335339468,-13.670211944534657,-14.068739447943752
PPP4C,-14.03982087694011,-14.543632031617062,-14.169267932706951,-13.977841129029509,-14.244760541133285,-13.403115683605948,-13.397649926968276,-14.210758452816181
VMA21,-14.252151843030589,-15.007343377631594,-13.346409272948497,-14.121055199805046,-14.108475681435166,-15.091171677291209,-13.777014026951845,-14.096046793939488
ZMYND11,-14.776038766999976,-15.045562699862087,-13.431090498871935,-13.916580278874397,-13.788988007272193,-15.304685947281202,-14.126521839088143,-14.342634846409311
GALNT7,-14.993456372921134,-13.95639219018484,-13.54052373995788,-13.911234978054518,-13.61725489048995,-13.873694746368876,-13.57214765820041,-14.139579688494202
PARP15,-15.297033441711434,-15.431841206159506,-14.1783893226755,-14.000366099331742,-13.15179072312292,-15.106519641624644,-14.555753219949743,-13.246009299999232
PTGER4,-14.134876127508356,-14.95184826503989,-14.01151764521074,-13.81127253477977,-13.73152795539787,-14.664729414740112,-14.192579502463804,-14.096046793939488
RCOR1,-14.783533303546902,-14.71783676043661,-14.295901371237967,-13.182187480826308,-13.674763890809079,-13.619991099974829,-13.91483431325457,-13.626901889321193
YARS,-14.587136090743398,-14.830102992687522,-13.70653369139681,-14.03948462936033,-13.993311107865383,-15.488507174836592,-14.069162459645863,-14.596251676481009
EDRF1,-14.772306048123646,-14.523264233923099,-13.517191236127257,-13.985684927214397,-13.469015225592502,-14.779969988996903,-14.231110740365345,-14.234163057151125
PDXK,-13.740961919795268,-14.187915623273417,-14.03617969944501,-13.452579627954046,-14.390326336947194,-13.513862749113487,-13.865169876641398,-13.936711054259968
ZFP62,-14.297033441711434,-14.805299601686949,-13.492333052511349,-14.3220104504792,-13.662778816350368,-15.419794424752578,-13.951896407476115,-14.102185931036894
MBNL2,-13.598657960638619,-14.93381434220963,-13.372342176843619,-13.454133419209127,-13.985826291902361,-15.326984614389977,-13.925326687072213,-14.364605246244919
CHST2,-13.445168318848866,-15.177268379073908,-14.482885114089935,-13.927330664243348,-13.948973840123232,-14.110382281257042,-14.41356441633165,-13.970005494358393
SART1,-14.218748684763376,-14.557372088243364,-14.580269918750638,-13.671869478114356,-13.872791763746328,-14.022237045808302,-14.41602845628313,-14.671849295375168
RGS10,-13.900890254185061,-15.035912529828366,-14.667480914833035,-14.40072242649324,-13.830281468430366,-14.005955675057361,-14.379502580258015,-13.758884185356965
MRPS30,-14.168823459431692,-14.881026927850195,-13.466033195853294,-14.080893233625515,-13.830281468430366,-15.434245581050119,-14.074991538448062,-14.009845758890183
SHMT2,-14.464613958531878,-14.960950472147145,-13.809057126196164,-14.10388005599691,-14.229211714280778,-14.41024011803933,-13.398867905124947,-13.933970891915056
HSDL2,-14.443683300662277,-13.087311682335011,-13.334464952461856,-13.61775652711525,-13.969126098519856,-12.82925089176812,-12.842620783102793,-13.730077337296589
MBD1,-14.23150469218783,-14.71014236864661,-13.958177187443736,-13.977841129029509,-13.6883671926089,-14.137714263228238,-14.27516592044328,-14.03605082923758
ECHDC1,-14.73913918418845,-14.503179987879768,-13.456755382265282,-13.80135024641881,-13.61581002803479,-15.252534665230096,-13.907881552612803,-13.808211897720533
KDM5B,-14.938043252602528,-14.509843718160777,-13.86686900290484,-13.629997649386628,-13.733093549735875,-13.935737678445882,-14.216003847975136,-13.953262230523817
SFMBT2,-14.315927753463903,-14.821787724475518,-13.881691342610363,-13.81625938744953,-13.623048854264923,-15.603565552061717,-14.63104134725398,-13.995490465913113
SIDT1,-14.021982071102423,-14.813520108491916,-13.97927730821053,-14.281447278089757,-13.753602408536294,-15.005955675057358,-14.311405063874606,-13.861887877503083
RABGEF1,-14.5708342784143,-13.95639219018484,-13.699951041006843,-13.951267330157036,-13.993311107865383,-12.6151809667805,-12.949217307280234,-13.986945356780105
SLC7A6OS,-14.226388746965508,-14.578230693141027,-13.97927730821053,-14.137188731836021,-13.816938529012809,-14.664729414740112,-14.51028918779337,-13.989788106548929
DCAF1,-14.913168583963497,-15.564291502183154,-14.04727740832834,-13.813265207804974,-13.535756776468755,-15.278374670165356,-14.205309247178898,-14.289129516369051
VPS50,-14.643981951148108,-14.457376298266642,-13.572232599685218,-13.945792200090883,-13.76476760001367,-15.603565552061717,-14.029005333173881,-13.901488580799766
ZADH2,-14.337828668021116,-14.242363407295793,-13.582286264349142,-14.180257453727908,-14.03711907557197,-14.653414101512281,-13.689458033479301,-14.171499022368954
TSN,-14.504309659613778,-14.733349759807934,-13.398749778829716,-14.124762341136202,-14.187833473048451,-14.725636139429938,-13.667273664413315,-14.331773853777547
MCUB,-14.226388746965508,-14.855340284186545,-13.57023024677407,-14.152243077558312,-13.945339845655491,-15.555382018551754,-14.175779370365637,-14.0389921045497
GSE1,-12.915225170257436,-15.01680370688066,-15.139273192409112,-14.259546363532547,-14.229211714280778,-14.400748669062033,-15.96446508097917,-12.99263646885796
JOSD1,-14.139677113772176,-14.805299601686949,-13.906738760652052,-13.930571463152114,-14.070375891500273,-13.873694746368876,-13.773850220769674,-14.285632072132826
CCDC14,-15.329576814975756,-14.59230587835275,-13.680381403540842,-13.772955603228668,-13.165465660019995,-15.653414101512281,-14.531505673703066,-13.856688970828763
CDYL,-14.17867124538804,-14.503179987879768,-14.36018212257023,-13.212109189913978,-13.792248336435778,-14.915321841891789,-14.765970927340089,-12.999782075545484
NECAP1,-13.776038766999976,-13.661104875338054,-13.861961872184432,-14.271824693310982,-14.017908471606138,-14.131813661788554,-14.094593674801459,-14.204140574051673
MECP2,-14.593708744666884,-14.772878123994571,-14.066906215077273,-13.932736047265438,-13.472933820235827,-13.501129259205698,-14.810659744900136,-13.54517749188674
TNFRSF10B,-14.236638843659266,-14.523264233923099,-13.88417660599996,-14.066561708081018,-14.066423299874772,-14.571265060158407,-13.673156221150201,-14.310294126367095
DYNC1I2,-14.452616425432284,-14.71783676043661,-13.825680956689816,-13.710343625928989,-13.865905378161088,-15.125937095451883,-14.134615521134481,-14.275190325411177
C2orf88,-13.921412578058405,-14.5852511208188,-14.588352265048496,-14.66645598192799,-13.321584861937277,-12.882750208595521,-14.539542992768485,-13.964402788129018
WDTC1,-14.125321820795108,-14.444552257909058,-14.801990850644716,-14.012906395949422,-14.15388614112511,-12.911947115111133,-14.318302423821276,-13.432598223297033
PIAS2,-14.768582962080929,-14.29894693566216,-13.876733622814395,-14.22200199467241,-13.307521110850839,-14.849283080328963,-14.144796897482715,-13.70884350285737
HAUS6,-14.583860958710538,-14.741169264267233,-13.453060898707543,-13.983439487008754,-13.682305439821697,-15.26109667873352,-14.136646056361851,-14.123881002136212
RRP7A,-14.286346762914189,-15.07490666144423,-14.196806956305231,-14.606482026975286,-14.476863087415188,-14.587324911054507,-14.190468755867997,-14.303204701580777
NISCH,-14.60031147949113,-15.509843718160777,-14.490438508521573,-13.977841129029509,-13.397756542422682,-13.558017078719724,-14.512924247961339,-13.706503364402852
ATG16L1,-14.501217064558398,-14.788997789357849,-13.644125518167003,-14.055905725809312,-13.63763639048797,-14.53188058417225,-14.130563004310007,-14.161848852335234
PROSC,-13.81390695259042,-14.431841206159506,-13.532704235498581,-14.02094371501484,-14.240300892942583,-14.302474919965848,-13.699928649980146,-13.701834444338006
NRDE2,-14.802441766096967,-14.253503964900991,-13.84249857475009,-14.170007357034152,-13.83195804623775,-14.027705258447815,-14.350933428061245,-13.989788106548929
TANGO2,-13.676752285096782,-14.065058875487882,-14.904214359236505,-14.608210840892037,-14.63763639048797,-12.97481396241282,-13.719578021855636,-13.246009299999232
POLR1D,-14.044315257649318,-13.91600306609317,-14.234362960928834,-14.402221330566658,-13.954442052762746,-14.185808551429282,-14.358022852847563,-13.43647123244424
PIEZO1,-14.606944571823579,-15.960950472147145,-15.151196359784933,-13.458025234466126,-13.5703222784591,-14.351917906529732,-15.332196865479657,-14.009845758890183
NBPF12,-15.097032776363683,-14.557372088243364,-14.064085696014892,-13.92517416901239,-13.367046676185304,-14.946054969431396,-14.259593116522819,-13.377577543390672
MAPK8IP3,-14.761165490518447,-15.431841206159506,-14.88417660599996,-13.94797975932865,-13.531664021834873,-13.617240488958794,-14.502412762182738,-13.562002114528099
IPO9,-14.685501220586376,-14.805299601686949,-13.995307418029482,-14.08931951146859,-13.659798040412129,-15.083558493181332,-14.692441891918124,-13.785805484672252
EIF4A3,-14.464613958531878,-14.71014236864661,-13.442033876558519,-13.895316886730642,-14.351332205331328,-14.603565552061717,-13.563927151395443,-14.690227824690023
